SN,Paper Title,DOI,Authors,Author Regions,Affiliations,Year,Domain,Focus Region,Source,ORC ID
634,The Progression of Disparities within the Criminal Justice System: Differential Enforcement and Risk Assessment Instruments,https://doi.org/10.1145/3593013.3594099,Miri Zilka; Riccardo Fogliato; Jiri Hron; Bradley Butcher; Carolyn Ashurst; Adrian Weller,United Kingdom; USA; United Kingdom; United Kingdom; United Kingdom; United Kingdom,University of Cambridge; Carnegie Mellon University; University of Cambridge; University of Sussex; The Alan Turing Institute; University of Cambridge,2023,General Fairness & Bias Mitigation,,FAccT,0000-0001-9640-8139; 0000-0002-8636-9639; 0009-0001-3456-7588; 0000-0002-4711-7826; 0009-0007-4214-4554; 0000-0003-1915-7158
635,Algorithmic Reproductive Justice,https://doi.org/10.1145/3630106.3658903,Jasmine Fledderjohann; Bran Knowles; Esmorie Miller,United Kingdom; United Kingdom; United Kingdom,Lancaster University; Lancaster University; Lancaster University,2024,General Fairness & Bias Mitigation,,FAccT,0000-0003-4952-7658; 0000-0002-2554-1896; 0000-0003-2321-1049
636,"Failing Our Youngest: On the Biases, Pitfalls, and Risks in a Decision Support Algorithm Used for Child Protection",https://doi.org/10.1145/3630106.3658906,Therese Moreau; Roberta Sinatra; Vedran Sekara,Denmark; Italy; Denmark,IT University of Copenhagen; Institute for Scientific Interchange; IT University of Copenhagen,2024,General Fairness & Bias Mitigation,,FAccT,0009-0003-6724-7761; 0000-0002-7558-1028; 0000-0003-4490-3757
637,Misgendered During Moderation: How Transgender Bodies Make Visible Cisnormative Content Moderation Policies and Enforcement,https://doi.org/10.1145/3630106.3658907,Samuel Mayworm; Kendra Albert; Oliver L. Haimson,USA; USA; USA,University of Michigan; Harvard University Press; University of Michigan,2024,General Fairness & Bias Mitigation,,FAccT,0009-0008-8394-7991; 0000-0001-9818-4087; 0000-0001-6552-4540
638,A Structured Regression Approach for Evaluating Model Performance Across Intersectional Subgroups,https://doi.org/10.1145/3630106.3658908,Christine Herlihy; Kimberly A. Truong; Alexandra Chouldechova; Miroslav Dudı́k,; USA; USA; USA,; Oregon State University; Microsoft (United States); Microsoft (United States),2024,General Fairness & Bias Mitigation,,FAccT,0000-0001-7405-603X; 0000-0002-3119-8270; 0000-0002-2337-9610; 0009-0001-8565-0621
639,Not My Voice! A Taxonomy of Ethical and Safety Harms of Speech Generators,https://doi.org/10.1145/3630106.3658911,Wiebke Hutiri; Orestis Papakyriakopoulos; Alice Xiang,; Germany; USA,; Technical University of Munich; Sony Corporation (United States),2024,LLMs & NLP,,FAccT,0000-0002-9657-9509; 0000-0003-4680-0022; 0000-0001-7907-9353
640,Operationalizing the Search for Less Discriminatory Alternatives in Fair Lending,https://doi.org/10.1145/3630106.3658912,Talia B. Gillis; Vitaly Meursault; Berk Ustun,USA; USA; ,Columbia University; Federal Reserve Bank of Philadelphia; ,2024,General Fairness & Bias Mitigation,,FAccT,0000-0001-8084-5158; 0000-0001-8673-6294; 0000-0001-5188-3155
641,Adversarial Nibbler: An Open Red-Teaming Method for Identifying Diverse Harms in Text-to-Image Generation,https://doi.org/10.1145/3630106.3658913,Jessica Quaye; Alicia Parrish; Oana Inel; Charvi Rastogi; Hannah Rose Kirk; Minsuk Kahng; Erin van Liemt; Max Bartolo; Jess Tsang; Justin P. White; Nathan Clement; Rafael Mosquera; Juan Ciro; Vijay Janapa Reddi; Lora Aroyo,USA; USA; Switzerland; USA; United Kingdom; USA; USA; United Kingdom; USA; USA; United Kingdom; ; ; USA; USA,Harvard University Press; Google (United States); University of Zurich; Google (United States); University of Oxford; Google (United States); Google (United States); University College London; Google (United States); Google (United States); Google (United Kingdom); ; ; Harvard University Press; Google (United States),2024,LLMs & NLP,,FAccT,0009-0004-3838-7498; 0000-0002-1054-0516; 0000-0003-4691-6586; 0000-0003-0820-4115; 0000-0002-7419-5993; 0000-0002-0291-6026; 0009-0002-2016-200X; 0009-0007-3301-7895; 0009-0004-9094-7181; ; 0000-0002-7533-625X; 0009-0009-0812-6330; 0009-0000-4179-3076; 0000-0002-5259-7721; 0000-0001-9402-1133
642,Benchmarking the Fairness of Image Upsampling Methods,https://doi.org/10.1145/3630106.3658921,Mike Laszkiewicz; Imant Daunhawer; Julia E. Vogt; Asja Fischer; Johannes Lederer,Germany; Switzerland; Switzerland; Germany; Germany,Ruhr University Bochum; ETH Zurich; ETH Zurich; Ruhr University Bochum; Universität Hamburg,2024,General Fairness & Bias Mitigation,,FAccT,0009-0002-6741-2432; 0000-0002-5775-2137; 0000-0002-6004-7770; 0000-0002-1916-7033; 0000-0002-5369-3053
643,Analyzing the Relationship Between Difference and Ratio-Based Fairness Metrics,https://doi.org/10.1145/3630106.3658922,Min-Hsuan Yeh; Blossom Metevier; Austin Hoag; Philip S. Thomas,; USA; ; USA,; University of Massachusetts Boston; ; University of Massachusetts Boston,2024,General Fairness & Bias Mitigation,,FAccT,0009-0001-4945-712X; 0009-0002-2793-3831; 0000-0001-8989-2567; 0000-0002-9904-1800
644,Tackling Language Modelling Bias in Support of Linguistic Diversity,https://doi.org/10.1145/3630106.3658925,Gábor Bella; Paula Helm; Gertraud Koch; Fausto Giunchiglia,France; Netherlands; Germany; Italy,Centre National de la Recherche Scientifique; University of Amsterdam; Universität Hamburg; University of Trento,2024,LLMs & NLP,,FAccT,0000-0002-3868-1740; 0000-0002-2719-9721; 0000-0002-2457-3335; 0000-0002-5903-6150
645,Diversity of What? On the Different Conceptualizations of Diversity in Recommender Systems,https://doi.org/10.1145/3630106.3658926,Sanne Vrijenhoek; Savvina Daniil; Jorden Sandel; Laura Hollink,Netherlands; Netherlands; Netherlands; Netherlands,University of Amsterdam; Centrum Wiskunde & Informatica; University of Amsterdam; Centrum Wiskunde & Informatica,2024,Recommender Systems,,FAccT,0000-0002-1031-4746; 0000-0001-8888-2869; 0009-0008-3571-5125; 0000-0002-6865-0021
646,Towards Geographic Inclusion in the Evaluation of Text-to-Image Models,https://doi.org/10.1145/3630106.3658927,Melissa Hall; Samuel J. Bell; Candace Ross; Adina Williams; Michal Drozdzal; Adriana Romero,; ; ; ; ; Canada,; ; ; ; ; McGill University,2024,LLMs & NLP,,FAccT,0009-0009-0509-1654; 0000-0002-9437-5449; ; 0000-0001-5281-3343; 0000-0002-0661-6338; 0000-0003-3604-6281
647,Algorithmic Fairness in Performative Policy Learning: Escaping the Impossibility of Group Fairness,https://doi.org/10.1145/3630106.3658929,Seamus Somerstep; Ya’acov Ritov; Yuekai Sun,USA; USA; USA,University of Michigan; University of Michigan; University of Michigan,2024,General Fairness & Bias Mitigation,,FAccT,0009-0003-9290-0849; 0000-0002-6046-8479; 0009-0004-5657-2283
648,Lazy Data Practices Harm Fairness Research,https://doi.org/10.1145/3630106.3658931,Jan Simson; Alessandro Fabris; Christoph Kern,; Germany; ,Munich Center for Machine Learning; Max Planck Institute for Security and Privacy; Munich Center for Machine Learning,2024,General Fairness & Bias Mitigation,,FAccT,; 0000-0001-6108-9940; 0000-0001-7363-4299
649,Auditing GPT's Content Moderation Guardrails: Can ChatGPT Write Your Favorite TV Show?,https://doi.org/10.1145/3630106.3658932,Yaaseen Mahomed; Charlie M. Crawford; Sanjana Gautam; Sorelle A. Friedler; Danaë Metaxa,USA; USA; USA; USA; USA,California University of Pennsylvania; Haverford College; Pennsylvania State University; Haverford College; California University of Pennsylvania,2024,LLMs & NLP,,FAccT,; 0009-0007-3955-0316; 0000-0002-2933-304X; 0000-0001-6023-1597; 0000-0001-9359-6090
650,Identifying and Improving Disability Bias in GPT-Based Resume Screening,https://doi.org/10.1145/3630106.3658933,Kate Glazko; Yusuf Mohammed; Ben Kosa; Venkatesh Potluri; Jennifer Mankoff,USA; USA; USA; USA; USA,University of Washington; University of Washington; University of Washington; University of Washington; University of Washington,2024,LLMs & NLP,,FAccT,; ; 0009-0006-5836-4925; 0000-0002-5027-8831; 0000-0001-9235-5324
651,Gender Bias Detection in Court Decisions: A Brazilian Case Study,https://doi.org/10.1145/3630106.3658937,Raysa M. Benatti; Fabiana Cristina Severi; Sandra Avila; Esther Luna Colombini,Brazil; Brazil; Brazil; Brazil,Universidade Estadual de Campinas (UNICAMP); Universidade de São Paulo; Universidade Estadual de Campinas (UNICAMP); Universidade Estadual de Campinas (UNICAMP),2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-1227-1647; 0000-0002-8399-7808; 0000-0001-9068-938X; 0000-0003-0467-3133
652,The Four-fifths Rule is not Disparate Impact: A Woeful Tale of Epistemic Trespassing in Algorithmic Fairness,https://doi.org/10.1145/3630106.3658938,Elizabeth Anne Watkins; Jiahao Chen,USA; ,Intel (United States); ,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-1434-589X; 0000-0002-4357-6574
653,Generalized People Diversity: Learning a Human Perception-Aligned Diversity Representation for People Images,https://doi.org/10.1145/3630106.3658940,Hansa Srinivasan; Candice Schumann; Aradhana Sinha; David Madras; Gbolahan O. Olanubi; Alex Beutel; Susanna Ricco; Jilin Chen,USA; USA; USA; USA; USA; USA; USA; USA,Google (United States); Google (United States); Google (United States); Google (United States); Google (United States); OpenAI (United States); Google (United States); Google (United States),2024,General Fairness & Bias Mitigation,,FAccT,0009-0004-9252-7754; 0000-0002-2313-1279; 0009-0006-0092-8214; 0000-0001-6817-8743; ; 0000-0002-5917-2849; 0009-0005-1505-7055; 0000-0002-3359-0938
654,Beyond Behaviorist Representational Harms: A Plan for Measurement and Mitigation,https://doi.org/10.1145/3630106.3658946,Jennifer Chien; David Danks,USA; USA,University of California San Diego; University of California San Diego,2024,General Fairness & Bias Mitigation,,FAccT,0009-0009-8768-1761; 0000-0003-4541-5966
655,Gender Representation Across Online Retail Products,https://doi.org/10.1145/3630106.3658947,Dana Pessach; Bárbara Poblete,; USA,; Amazon (United States),2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-1806-0066; 0000-0002-7669-645X
656,Mitigating Group Bias in Federated Learning for Heterogeneous Devices,https://doi.org/10.1145/3630106.3658954,Khotso Selialia; Yasra Chandio; Fatima M. Anwar,USA; USA; USA,University of Massachusetts Amherst; University of Massachusetts Amherst; University of Massachusetts Amherst,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-0710-6794; 0000-0002-3436-6452; 0000-0001-7119-7232
657,Impact Charts: A Tool for Identifying Systematic Bias in Social Systems and Data,https://doi.org/10.1145/3630106.3658965,Darren Erik Vengroff,USA,Film Independent,2024,General Fairness & Bias Mitigation,,FAccT,0009-0006-9542-2565
658,WorldBench: Quantifying Geographic Disparities in LLM Factual Recall,https://doi.org/10.1145/3630106.3658967,Mazda Moayeri; Elham Tabassi; Soheil Feizi,; USA; ,; Michigan State University; ,2024,LLMs & NLP,,FAccT,0009-0006-2842-5352; 0000-0001-9536-2722; 0000-0003-0944-8242
659,The Dark Side of Dataset Scaling: Evaluating Racial Classification in Multimodal Models,https://doi.org/10.1145/3630106.3658968,Abeba Birhane; Sepehr Dehdashtian; Vinay Uday Prabhu; Vishnu Naresh Boddeti,IE; USA; ; USA,Trinity College Dublin; Michigan State University; ; Michigan State University,2024,General Fairness & Bias Mitigation,,FAccT,0000-0001-6319-7937; 0000-0002-2512-8815; 0000-0001-9602-0134; 0000-0002-8918-9385
660,Speaking of Accent: A Content Analysis of Accent Misconceptions in ASR Research,https://doi.org/10.1145/3630106.3658969,Kerri Prinos; Neal Patwari; Cathleen Power,USA; USA; ,Washington University in St. Louis; Washington University in St. Louis; ,2024,LLMs & NLP,,FAccT,0009-0008-2820-7050; 0000-0003-3440-2043; 0000-0003-1466-6674
661,One Model Many Scores: Using Multiverse Analysis to Prevent Fairness Hacking and Evaluate the Influence of Model Design Decisions,https://doi.org/10.1145/3630106.3658974,Jan Simson; Florian Pfisterer; Christoph Kern,; Germany; ,Munich Center for Machine Learning; Ludwig-Maximilians-Universität München; Munich Center for Machine Learning,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-9406-7761; 0000-0001-8867-762X; 0000-0001-7363-4299
662,"Large Language Models Portray Socially Subordinate Groups as More Homogeneous, Consistent with a Bias Observed in Humans",https://doi.org/10.1145/3630106.3658975,Messi Ho Jun Lee; Jacob Montgomery; Calvin K. Lai,USA; USA; USA,Washington University in St. Louis; Washington University in St. Louis; Washington University in St. Louis,2024,LLMs & NLP,,FAccT,0000-0003-3096-1112; 0000-0001-5632-2437; 0000-0003-2437-9783
663,The Impact of Differential Feature Under-reporting on Algorithmic Fairness,https://doi.org/10.1145/3630106.3658977,Nil-Jana Akpinar; Zachary C. Lipton; Alexandra Chouldechova,USA; USA; USA,Amazon (United States); Carnegie Mellon University; Carnegie Mellon University,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-8542-8270; 0000-0002-3824-4241; 0000-0002-2337-9610
664,NLP for Maternal Healthcare: Perspectives and Guiding Principles in the Age of LLMs,https://doi.org/10.1145/3630106.3658982,Maria Antoniak; Aakanksha Naik; Carla S. Alvarado; Lucy Lu Wang; Irene Y. Chen,USA; USA; USA; USA; USA,"Allen Institute; Allen Institute; Association of American Medical Colleges; University of Washington; University of California, San Francisco",2024,Health & Clinical AI,,FAccT,0000-0002-4807-2850; 0000-0002-3673-0051; 0000-0002-1098-7473; 0000-0001-8752-6635; 0000-0003-0173-9133
665,Equalised Odds is not Equal Individual Odds: Post-processing for Group and Individual Fairness,https://doi.org/10.1145/3630106.3658989,Edward Small; Kacper Sokol; Daniel Manning; Flora D. Salim; Jeffrey Chan,Australia; Switzerland; Australia; Australia; Australia,RMIT University; ETH Zurich; RMIT University; UNSW Sydney; RMIT University,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-3368-1397; 0000-0002-9869-5896; 0009-0007-1144-3121; 0000-0002-1237-1664; 0000-0002-7865-072X
666,Careless Whisper: Speech-to-Text Hallucination Harms,https://doi.org/10.1145/3630106.3658996,Allison Koenecke; Anna Seo Gyeong Choi; K. Mei; Hilke Schellmann; Mona Sloane,USA; USA; USA; USA; USA,Cornell University; Cornell University; University of Washington; New York University; University of Virginia,2024,LLMs & NLP,,FAccT,0000-0002-6233-8256; 0009-0006-2482-2713; 0009-0004-9685-3936; 0009-0008-0233-6970; 0000-0003-1049-2267
667,Unlawful Proxy Discrimination: A Framework for Challenging Inherently Discriminatory Algorithms,,,,,2024,General Fairness & Bias Mitigation,,FAccT,
668,"Real Risks of Fake Data: Synthetic Data, Diversity-Washing and Consent Circumvention",https://doi.org/10.1145/3630106.3659002,Cedric Deslandes Whitney; J Norman,USA; USA,Berkeley College; Berkeley College,2024,General Fairness & Bias Mitigation,,FAccT,0000-0001-8148-1966; 0009-0004-5319-7190
669,Fairness without Sensitive Attributes via Knowledge Sharing,10.1145/3630106.3659014,Hongliang Ni; Lei Han; Tong Chen; Shazia Sadiq; Gianluca Demartini,Australia; Australia; Australia; Australia; Australia,The University of Queensland; The University of Queensland; The University of Queensland; The University of Queensland; The University of Queensland,2024,General Fairness & Bias Mitigation,,FAccT,0009-0005-1474-3969; 0000-0002-7777-3592; 0000-0001-7269-146X; 0000-0001-6739-4145; 0000-0002-7311-3693
670,BaBE: Enhancing Fairness via Estimation of Explaining Variables,10.1145/3630106.3659016,Rūta Binkytė; Daniele Gorla; Catuscia Palamidessi,Germany; ; France,Helmholtz Center for Information Security; ; École Polytechnique,2024,General Fairness & Bias Mitigation,,FAccT,0000-0001-8781-3730; 0000-0001-8859-9844; 0000-0003-4597-7002
671,Akal Badi ya Bias: An Exploratory Study of Gender Bias in Hindi Language Technology,10.1145/3630106.3659017,Rishav Hada; Safiya Husain; Varun Gumma; Harshita Diddee; Aditya Yadavalli; Agrima Seth; Nidhi Kulkarni; Ujwal Gadiraju; Aditya Vashistha; Vivek Seshadri; Kalika Bali,India; ; India; USA; ; USA; ; Netherlands; USA; India; India,Microsoft Research (India); ; Microsoft Research (India); Carnegie Mellon University; ; University of Michigan; ; Delft University of Technology; Cornell University; Microsoft Research (India); Microsoft Research (India),2024,LLMs & NLP,,FAccT,0000-0001-5538-8282; 0009-0008-8298-8732; 0009-0002-5746-3017; 0000-0002-0852-7371; 0000-0002-6882-3762; 0000-0001-8547-6304; 0009-0005-9777-5973; 0000-0002-6189-6539; 0000-0001-5693-3326; 0009-0000-4388-4246; 0000-0001-9275-742X
672,Balancing Act: Evaluating People's Perceptions of Fair Ranking Metrics,10.1145/3630106.3659018,Mallak Alkhathlan; Kathleen Cachel; Hilson Shrestha; Lane Harrison; Elke A. Rundensteiner,USA; USA; USA; USA; USA,Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute; Worcester Polytechnic Institute,2024,General Fairness & Bias Mitigation,,FAccT,0000-0003-1933-3502; 0000-0002-1260-0914; 0009-0006-6603-6606; 0000-0003-3029-2799; 0000-0001-5375-9254
673,From the Fair Distribution of Predictions to the Fair Distribution of Social Goods: Evaluating the Impact of Fair Machine Learning on Long-Term Unemployment,10.1145/3630106.3659020,Sebastian Zezulka; Konstantin Genin,Germany; Germany,University of Tübingen; University of Tübingen,2024,General Fairness & Bias Mitigation,,FAccT,0009-0004-9184-0650; 0009-0002-8269-9240
674,"The Impact of iBuying is About More Than Just Racial Disparities: Evidence from Mecklenburg County, NC",10.1145/3630106.3659027,Isaac Slaughter; Eva Maxfield Brown; Nicholas Weber,USA; USA; USA,University of Washington; University of Washington; University of Washington,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-1911-2374; 0000-0003-2564-0373; 0000-0002-6008-3763
675,Recommend Me? Designing Fairness Metrics with Providers,10.1145/3630106.3659044,Jessie J. Smith; Aishwarya Satwani; Robin Burke; Casey Fiesler,USA; USA; USA; USA,University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder,2024,Recommender Systems,,FAccT,0000-0003-4990-912X; 0009-0007-7159-8133; 0000-0001-5766-6434; 0000-0002-8743-4201
676,Transforming Dutch: Debiasing Dutch Coreference Resolution Systems for Non-binary Pronouns,10.1145/3630106.3659049,Goya van Boven; Yupei Du; Dong Nguyen,Netherlands; Netherlands; Netherlands,Utrecht University; Utrecht University; Utrecht University,2024,LLMs & NLP,,FAccT,0009-0000-1903-3740; 0009-0008-6751-6112; 0000-0002-6062-3117
677,Learning Fair Ranking Policies via Differentiable Optimization of Ordered Weighted Averages,10.1145/3630106.3661932,My H. Dinh; James Kotary; Ferdinando Fioretto,USA; USA; USA,University of Virginia; University of Virginia; University of Virginia,2024,General Fairness & Bias Mitigation,,FAccT,0000-0002-6367-9626; 0000-0002-4499-8066; 0000-0002-1381-6776
678,Algorithmic Arbitrariness in Content Moderation,10.1145/3630106.3659036,Juan Felipe Gomez; Caio C. Vieira Machado; Lucas Monteiro Paes; Flávio P. Calmon,USA; USA; USA; USA,Harvard University; Harvard University Press; Harvard University; Harvard University,2024,General Fairness & Bias Mitigation,,FAccT,0009-0004-4696-2448; 0000-0003-1396-2957; 0000-0003-0129-1420; 0000-0002-7493-1428
