SN,Paper Title,Domain,Year,cited_by_count,in_degree_corpus,out_degree_corpus
17,Towards Debiasing Sentence Representations,LLMs & NLP,2020,7,0,1
20,Trustworthy AI: A Computational Perspective,General Fairness & Bias Mitigation,2022,2,0,0
22,A Comprehensive Empirical Study of Bias Mitigation Methods for Machine Learning Classifiers,General Fairness & Bias Mitigation,2023,13,0,0
25,FAIR MIXUP: Fairness via Interpolation,General Fairness & Bias Mitigation,2021,11,0,2
47,Knowledge Graphs and Explainable AI in Healthcare,Health & Clinical AI,2022,44,0,1
33,Fairness and Machine Learning: Limitations and Opportunities,General Fairness & Bias Mitigation,2023,0,0,0
34,Reconciling Modern Machine Learning Practice and the Bias-Variance Trade-Off,General Fairness & Bias Mitigation,2019,83,0,0
35,Fairness-Driven Private Collaborative Machine Learning,General Fairness & Bias Mitigation,2021,0,0,0
41,Integrating Behavioral Economic and Technical Insights to Address Algorithmic Bias,General Fairness & Bias Mitigation,2022,23,0,7
43,A Survey on Trustworthy Recommender Systems,Recommender Systems,2024,63,0,6
46,Explainable Recommender Systems with Knowledge Graphs and Language Models,Recommender Systems,2024,4,0,0
83,On the Independence of Association Bias and Empirical Fairness in Language Models,LLMs & NLP,2023,0,0,0
84,Fairness in Large Language Models: A Taxonomic Survey,LLMs & NLP,2023,54,0,5
85,Survey on Factuality in Large Language Models: Knowledge Retrieval and Domain-Specificity,LLMs & NLP,2024,53,0,0
115,Racial Bias in Multimodal Classification of Healthcare Data - Evidence from MIMIC-IV,Health & Clinical AI,2025,0,0,2
109,A Bias Aware News Recommendation System,Recommender Systems,2019,1,0,0
110,Cross-Modality Bias Auditing and Fairness Evaluation in Generalist Clinical AI Models,Health & Clinical AI,2025,0,0,2
111,A Survey of Bias and Fairness in Healthcare AI,Health & Clinical AI,2024,8,0,4
112,The Problem Of Data Bias In Healthcare AI,Health & Clinical AI,2024,2,0,1
113,Gradient-Based Reconciliation of Fairness and Performance in Healthcare AI,Health & Clinical AI,2025,0,0,0
114,"Integrated Framework for Equitable Healthcare AI: Bias Mitigation, Community Participation, and Regulatory Governance",Health & Clinical AI,2025,0,0,2
116,Fairness Metrics in AI Healthcare Applications: A Review,Health & Clinical AI,2024,10,0,0
86,A Survey of Large Language Models in Medicine: Progress Application and Challenge,LLMs & NLP,2023,37,0,0
117,Enhancing Multi-Attribute Fairness in Healthcare Predictive Modeling,Health & Clinical AI,2025,0,0,2
118,De-Biased Disentanglement Learning for Pulmonary Embolism Survival Prediction on Multimodal Data,Health & Clinical AI,2024,2,0,2
119,Mitigating Racial Bias in Skin Lesion Classification with a Novel Deep Learning-Driven Dataset,Health & Clinical AI,2025,0,0,1
121,Assessing Bias Within Diabetes Risk Prediction in Machine Learning Techniques,Health & Clinical AI,2025,0,0,0
122,fair-LDP: Uncertainty-Guided Fairness and Privacy for Federated Healthcare Learning,Health & Clinical AI,2025,0,0,1
123,Addressing Algorithmic Bias in Diabetes Care: A Multi-Modal Machine Learning Framework for Equitable Readmission Prediction,Health & Clinical AI,2025,0,0,2
108,Properly Scoring Users' Mainstreamness to Evaluate Recommendation Bias,Recommender Systems,2023,0,0,1
107,"Enhancing Netflix's Recommendation System: A Hybrid AI Approach for Personalization, Bias Reduction, and Engagement Optimization",Recommender Systems,2025,0,0,0
106,DF-CDR: A Unified Framework for Dual Fairness in Cross-Domain Recommendation Systems,Recommender Systems,2025,0,0,1
105,De-Biasing user conformity bias and item popularity bias in Group recommendation,Recommender Systems,2023,7,0,1
103,Personalized Recommender System for Improving Gender-fairness in Teaching,Recommender Systems,2019,1,0,0
102,Towards Engineering Fair Ontologies: Unbiasing a Surveillance Ontology,Graph-Based Fairness & Bias Mitigation,2021,5,0,0
101,Gender Bias Analysis in Commonsense Knowledge Graph Embeddings,Graph-Based Fairness & Bias Mitigation,2023,1,0,1
100,Leveraging Structural Causal Models for Bias Detection and Feature Adjustment in Machine Learning Predictions,Graph-Based Fairness & Bias Mitigation,2024,1,0,1
99,Semantics of the Black-Box: Can knowledge graphs help make deep learning systems more interpretable and explainable?,Graph-Based Fairness & Bias Mitigation,2020,0,0,0
97,StereoKG: Data-Driven Knowledge Graph Construction For Cultural Knowledge and Stereotypes,Graph-Based Fairness & Bias Mitigation,2022,8,0,0
96,Detecting and Mitigating Bias in LLMs through Knowledge Graph-Augmented Training,Graph-Based Fairness & Bias Mitigation,2025,0,0,0
95,Contextual knowledge graph approach to bias-reduced decision support systems,Graph-Based Fairness & Bias Mitigation,2024,5,0,1
93,Unequal Opportunities: Examining the Bias in Geographical Recommendations by Large Language Models,LLMs & NLP,2025,7,0,3
92,Intentional Biases in LLM Responses,LLMs & NLP,2023,9,0,0
91,Evaluating Interfaced LLM Bias,LLMs & NLP,2023,0,0,0
90,Understanding Asian Stereotyping and Bias in LLMs,LLMs & NLP,2024,0,0,0
89,Large Language Models in Healthcare and Medical Domain: A Review,LLMs & NLP,2024,321,0,0
206,Meta-Fair: AI-assisted fairness testing of large language models,LLMs & NLP,2026,1,0,0
207,A resource-efficient framework for cultural alignment in large language models (LLMs): The Chinese context,LLMs & NLP,2026,0,0,0
208,"Diagnosing the bias iceberg in large language models: A three-level framework of explicit, evaluative, and implicit gender bias",LLMs & NLP,2025,4,0,2
314,From Detection to Mitigation: Addressing Bias in Deep Learning Models for Chest X-Ray Diagnosis,Health & Clinical AI,2025,0,0,0
308,A Non-Parametric Choice Model That Learns How Users Choose Between Recommended Options,Recommender Systems,2025,0,0,1
309,Fairness and Bias in Multimodal AI: A Survey,General Fairness & Bias Mitigation,2024,3,0,0
310,Towards Fair Graph Neural Networks via Counterfactual and Balance,Graph-Based Fairness & Bias Mitigation,2025,0,0,3
311,Fairness Testing of Large Language Models in Role-Playing,LLMs & NLP,2024,5,0,0
312,PreCoF: counterfactual explanations for fairness,General Fairness & Bias Mitigation,2023,20,0,5
313,Generative AI and the Foundation Model Era: A Comprehensive Review,LLMs & NLP,2026,0,0,0
315,Popularity bias reduction in multi-criteria recommender systems: the RelPref and PriRelPref approaches,Recommender Systems,2026,0,0,1
306,Procedural Fairness in Machine Learning,General Fairness & Bias Mitigation,2026,0,0,0
316,Fairness-in-the-Workflow: How Machine Learning Practitioners at Big Tech Companies Approach Fairness in Recommender Systems,Recommender Systems,2026,0,0,0
317,"Bias Is a Math Problem, AI Bias Is a Technical Problem: 10-Year Literature Review of AI/LLM Bias Research Reveals Narrow [Gender-Centric] Conceptions of ‘Bias’, and Academia-Industry Gap",General Fairness & Bias Mitigation,2025,0,0,0
318,Advancing Fairness in Generative AI Through Intrinsic and Extrinsic Bias Evaluation and Mitigation,LLMs & NLP,2025,0,0,0
319,NLP Needs Diversity outside of ‘Diversity’,LLMs & NLP,2025,0,0,0
320,Exploring Social Choice Mechanisms for Recommendation Fairness in SCRUF,Recommender Systems,2023,1,0,0
322,Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages,LLMs & NLP,2022,1,0,0
307,Beyond Black Boxes: Designing and Testing Agentic AI Systems for Strategy,General Fairness & Bias Mitigation,2026,1,0,0
305,GNNFairViz: Visual Analysis for Graph Neural Network Fairness,Graph-Based Fairness & Bias Mitigation,2025,4,0,2
209,Fine-tuning large language models in federated learning with fairness-aware prompt selection,LLMs & NLP,2025,1,0,0
295,The ethics of ChatGPT in medicine and healthcare: a systematic review on Large Language Models (LLMs),Health & Clinical AI,2024,290,0,4
288,Justice in Judgment: Unveiling (Hidden) Bias in LLM-assisted Peer Reviews,LLMs & NLP,2025,0,0,0
289,Does RAG Introduce Unfairness in LLMs? Evaluating Fairness in Retrieval-Augmented Generation Systems,LLMs & NLP,2024,2,0,0
290,Ethical Imperatives for Retrieval-Augmented Generation in Clinical Nursing: Viewpoint on Responsible AI Use,Health & Clinical AI,2025,1,0,1
292,The Impact of Generative Artificial Intelligence on Socioeconomic Inequalities and Policy Making,General Fairness & Bias Mitigation,2024,13,0,1
293,Neural Retrievers are Biased Towards LLM-Generated Content,LLMs & NLP,2024,26,0,0
294,Invisible Relevance Bias: Text-Image Retrieval Models Prefer AI-Generated Images,General Fairness & Bias Mitigation,2024,16,0,0
296,"Dynamic feedback loops in recommender systems: Analyzing fairness, popularity bias, and user group disparities",Recommender Systems,2026,0,0,1
304,The Quantization Trap: Breaking Linear Scaling Laws in Multi-Hop Reasoning,LLMs & NLP,2026,0,0,0
297,Mind the Blind Spots: A Focus-Level Evaluation Framework for LLM Reviews,LLMs & NLP,2025,2,0,0
298,Measuring the Fairness Gap Between Retrieval and Generation in RAG Systems using a Cognitive Complexity Framework,LLMs & NLP,2025,2,0,0
300,Toward Human-Like Evaluation for Natural Language Generation with Error Analysis,LLMs & NLP,2023,10,0,0
301,FairVLM: Enhancing Fairness and Prompt Sensitivity in Vision Language Models for Medical Image Segmentation,Health & Clinical AI,2026,0,0,2
302,Understanding the Effect of Model Compression on Social Bias in Large Language Models,LLMs & NLP,2023,0,0,0
303,"Linguistic and dialectal bias in large language models: a review of evidence, mechanisms,and implications (20182025)",LLMs & NLP,2026,0,0,0
323,Beyond Demographics: Evaluating News Recommender Systems Fairness Through Behavioural Communities,Recommender Systems,2025,1,0,1
326,Exploring gender biases in ML and AI academic research through systematic literature review,General Fairness & Bias Mitigation,2022,83,0,5
327,Artificial intelligence in nursing education: A scoping review of intelligent tutoring systems-evidence and implementation gaps,Health & Clinical AI,2026,0,0,0
400,Fairness in AI-Based Mental Health: Clinician Perspectives and Bias Mitigation,General Fairness & Bias Mitigation,2024,7,0,0
384,Association Between Unmet Nonmedication Needs After Hospital Discharge and Readmission or Death Among Acute Respiratory Failure Survivors: A Multicenter Prospective Cohort Study*,Health & Clinical AI,2023,10,0,0
385,Auditing Cross-Cultural Consistency of Human-Annotated Labels for Recommendation Systems,Recommender Systems,2023,5,0,5
392,Deep Multimodal Data Fusion,General Fairness & Bias Mitigation,2024,304,0,0
393,Disentangling Perceptions of Offensiveness: Cultural and Moral Correlates,General Fairness & Bias Mitigation,2024,7,0,0
394,"Ethnic Classifications in Algorithmic Fairness: Concepts, Measures and Implications in Practice",General Fairness & Bias Mitigation,2024,4,0,16
399,Fairness Feedback Loops: Training on Synthetic Data Amplifies Bias,Health & Clinical AI,2024,14,0,4
401,Fairness in Graph Machine Learning: Recent Advances and Future Prospectives,Graph-Based Fairness & Bias Mitigation,2023,4,0,1
328,In Anticipation of Perfect Deepfake: Identity-anchored Artifact-agnostic Detection under Rebalanced Deepfake Detection Protocol,General Fairness & Bias Mitigation,2024,0,0,0
403,Fairness in Reinforcement Learning: A Survey,General Fairness & Bias Mitigation,2024,5,0,0
404,FairSwiRL: fair semi-supervised classification with representation learning,General Fairness & Bias Mitigation,2023,3,0,0
405,Find-2-Find: Multitask Learning for Anaphora Resolution and Object Localization,LLMs & NLP,2023,0,0,0
406,Framework for bias evaluation in large language models in healthcare settings,LLMs & NLP,2025,25,0,4
407,GATE X-E : A Challenge Set for Gender-Fair Translations from Weakly-Gendered Languages,LLMs & NLP,2024,1,0,0
408,General then Personal: Decoupling and Pre-training for Personalized Headline Generation,LLMs & NLP,2023,4,0,0
382,Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization,LLMs & NLP,2023,1,0,0
381,Algorithmic Pluralism: A Structural Approach To Equal Opportunity,General Fairness & Bias Mitigation,2024,12,0,3
380,Algorithm Bias and Perceived Fairness: A Comprehensive Scoping Review,General Fairness & Bias Mitigation,2024,4,0,4
379,Advances in decision support for diagnosis and early management of acute leukaemia,Health & Clinical AI,2024,3,0,0
378,Addressing Bias and Fairness in Machine Learning: A Practical Guide and Hands-on Tutorial,General Fairness & Bias Mitigation,2023,3,0,2
376,A Theory of Auditability for Allocation and Social Choice Mechanisms,General Fairness & Bias Mitigation,2023,4,0,0
374,A scientometric analysis of fairness in health AI literature,Health & Clinical AI,2024,9,0,1
372,A deep-learning method for the end-to-end prediction of intracranial aneurysm rupture risk,Health & Clinical AI,2023,20,0,0
345,Are Graph Representation Learning Methods Robust to Graph Sparsity and Asymmetric Node Information?,Graph-Based Fairness & Bias Mitigation,2022,0,0,0
344,A framework for the automatic description of healthcare processes in natural language: Application in an aortic stenosis integrated care process,Health & Clinical AI,2022,14,0,0
342,Diversity-Promoting Ensemble for Medical Image Segmentation,Health & Clinical AI,2023,22,0,0
340,Generative Visual Question Answering,LLMs & NLP,2023,0,0,0
339,"ArguGPT: evaluating, understanding and identifying argumentative essays generated by GPT models",LLMs & NLP,2023,30,0,0
338,Contrastive Self-supervised Learning in Recommender Systems: A Survey,Recommender Systems,2023,97,0,1
336,Comparing scientific abstracts generated by ChatGPT to real abstracts with detectors and blinded human reviewers,LLMs & NLP,2023,638,0,0
334,"A Survey of Large Language Models for Healthcare: from Data, Technology, and Applications to Accountability and Ethics",Health & Clinical AI,2023,28,0,0
329,RepMatch: Quantifying Cross-Instance Similarities in Representation Space,General Fairness & Bias Mitigation,2024,0,0,0
287,BIAS AUDIT FRAMEWORKS: Developing Tools for Early Detection of Algorithmic Bias in AI Development,General Fairness & Bias Mitigation,2025,1,0,2
286,Fairness And Bias Mitigation in AI Models for Diabetes Diagnosis: A Comparative Evaluation of Algorithmic Approaches,Health & Clinical AI,2025,0,0,0
285,Add-Remove-or-Relabel: Practitioner-Friendly Bias Mitigation via Influential Fairness,General Fairness & Bias Mitigation,2023,4,0,5
234,The Impact of Popularity Bias and Perceived Fairness on Intention to Use Recommender System in Indonesian E-Commerce,Recommender Systems,2026,0,0,2
227,From Ethical Declarations to Provable Independence: An Ontology-Driven Optimal-Transport Framework for Certifiably Fair AI Systems,Graph-Based Fairness & Bias Mitigation,2025,0,0,0
229,Fairness Through Domain Awareness: Mitigating Popularity Bias for Music Discovery,Recommender Systems,2024,2,0,2
230,"OKRA: An Explainable, Heterogeneous, Multi-stakeholder Job Recommender System",Recommender Systems,2025,2,0,1
231,Item Popularity Attention for Mitigating Popularity Bias in Sequential Recommendation,Recommender Systems,2025,0,0,0
232,Mitigating Popularity Bias for Multi-view Group Recommendation,Recommender Systems,2025,0,0,0
233,EqStruct-GNN: toward fair recommendation via debiased graph structure learning,Recommender Systems,2025,0,0,2
235,Fairness Aware Regularization on a Learning-to-Rank Recommender System for Controlling Popularity Bias in E-Commerce Domain,Recommender Systems,2018,12,0,0
244,Ethical perspectives on deployment of large language model agents in biomedicine: a survey,LLMs & NLP,2025,0,0,1
236,A Dual-Adversarial Learning Framework with Explicit Constraints for Two-Sided Fairness in Recommendation System,Recommender Systems,2026,0,0,2
238,Advancing Fairness in Clinical AI Decision-Making through a Sociotechnical Threshold Bias Audit,Health & Clinical AI,2026,0,0,0
239,Biased AI: A Case for Positive Bias in Healthcare AI,Health & Clinical AI,2025,1,0,0
240,"Governing Healthcare AI in the Real World: How Fairness, Transparency, and Human Oversight Can Coexist",Health & Clinical AI,2026,3,0,5
241,Mitigating Data Bias in Healthcare AI with Self-Supervised Standardization,Health & Clinical AI,2025,1,0,0
242,Empirical Study of Social Bias in Medical Question Answering via Large Language Models,LLMs & NLP,2025,0,0,0
226,FAIR-MED: Bias Detection and Fairness Evaluation in Healthcare Focused XAI,Health & Clinical AI,2025,1,0,1
225,"A Comprehensive Survey on Bias and Fairness in Generative AI: Legal, Ethical, and Technical Responses",General Fairness & Bias Mitigation,2025,0,0,1
224,Health Care for All: Combating Bias in Generative AI for Fair Medical Outcomes,Health & Clinical AI,2025,0,0,3
223,A Practical Framework for Auditing Fairness in Medical AI,Health & Clinical AI,2025,0,0,0
222,Balancing Fairness and Performance in Healthcare AI: A Gradient Reconciliation Approach,Health & Clinical AI,2025,1,0,0
221,"Fairness and Biases in Healthcare AI: A Review of Definitions, Metrics, and Mitigation Strategies",Health & Clinical AI,2026,0,0,2
220,Exploring Equity: Integrating Knowledge Graphs in Fairness Testing Methodologies,Graph-Based Fairness & Bias Mitigation,2025,0,0,3
219,Understanding and Mitigating Bias in Artificial Intelligence Systems: An Ontological Perspective,Graph-Based Fairness & Bias Mitigation,2026,0,0,5
218,Anchorlogy: An Ontology for Anchoring Bias Detection in Forecasting,Graph-Based Fairness & Bias Mitigation,2025,0,0,0
217,ReFaRAG: Re-ranking for Bias Mitigation in Retrieval-Augmented Generation,LLMs & NLP,2025,0,0,2
216,"Detection, Classification, and Mitigation of Gender Bias in Large Language Models",LLMs & NLP,2025,2,0,1
215,Bias Mitigation and Shifting Ideologies of LLM by Prompting,LLMs & NLP,2025,0,0,0
214,PureBiasoMeter: Decoupling Popularity Bias from User Fairness in LLM-Based Recommender Systems,Recommender Systems,2026,0,0,4
213,LIBRA: Measuring Bias of Large Language Model from a Local Context,LLMs & NLP,2025,7,0,1
212,Consistent focus: Mitigating permutation bias in large language models through attention weight averaging,LLMs & NLP,2025,0,0,0
211,"Implicit Gender, Racial, and Ethnic Biases in Large Language Models: An Audit Study of Automated Psychiatric Diagnoses",LLMs & NLP,2026,0,0,1
210,Fairness and social bias quantification in Large Language Models for sentiment analysis,LLMs & NLP,2025,9,0,0
243,BiasFreeBench: a Benchmark for Mitigating Bias in Large Language Model Responses,LLMs & NLP,2025,0,0,0
245,Algorithmic Bias from the Perspectives of Healthcare Professionals,Health & Clinical AI,2025,1,0,0
284,Algorithmic Fairness in Clinical Predictive Models: A Review of Bias Audits and Mitigation Strategies in Epidemiological Research,Health & Clinical AI,2025,0,0,0
275,Mitigating Algorithmic Bias in AI-Driven Cardiovascular Imaging for Fairer Diagnostics,Health & Clinical AI,2024,23,0,6
268,"The Connection Between Popularity Bias, Calibration, and Fairness in Recommendation",Recommender Systems,2020,10,0,1
270,Advancing Algorithmic Justice: A Systematic Review of Fair Decision-Making Protocols in Healthcare AI,Health & Clinical AI,2024,1,0,0
271,MACAIF: Machine Learning Auditing for Clinical AI Fairness,Health & Clinical AI,2023,1,0,0
272,Auditing fairness in clinical AI systems using provenance-based simulation,Health & Clinical AI,2026,0,0,5
273,A Review of Bias and Fairness in Artificial Intelligence,General Fairness & Bias Mitigation,2023,53,0,6
274,Addressing AI Bias in MRI-Based Dementia Classification Among Hispanic Individuals,Health & Clinical AI,2025,0,0,0
277,HIFI: Explaining and Mitigating Algorithmic Bias Through the Lens of Game-Theoretic Interactions,General Fairness & Bias Mitigation,2025,0,0,6
247,Fairness Testing: Review of the Relevance and Methodologies of Ensuring Software Fairness,General Fairness & Bias Mitigation,2026,0,0,3
278,Pre-processing Techniques to Mitigate Against Algorithmic Bias,General Fairness & Bias Mitigation,2023,5,0,1
279,D-BIAS: A Causality-Based Human-in-the-Loop System for Tackling Algorithmic Bias,General Fairness & Bias Mitigation,2022,41,0,2
280,Detection and Mitigation of Algorithmic Bias via Predictive Parity,General Fairness & Bias Mitigation,2023,7,0,2
281,Mitigating Algorithmic Bias with Limited Annotations,General Fairness & Bias Mitigation,2022,0,0,0
282,A step toward building a unified framework for managing AI bias,General Fairness & Bias Mitigation,2023,18,0,6
283,"AI and Algorithmic Bias: Source, Detection, Mitigation and Implications",General Fairness & Bias Mitigation,2020,54,0,0
267,A framework for solving bias in graph-based recommender systems with a causal perspective,Graph-Based Fairness & Bias Mitigation,2025,0,0,4
266,Measuring Inter-Bias Effects and Fairness-Accuracy Trade-Offs in GNN-Based Recommender Systems,Graph-Based Fairness & Bias Mitigation,2025,1,0,2
265,START Foundation: Coping with Bias and Fairness when Implementing and Using an AI System,General Fairness & Bias Mitigation,2024,1,0,0
262,AI Bias in Power Systems Domain—Exemplary Cases and Approaches,General Fairness & Bias Mitigation,2025,0,0,3
261,RRAO: An Ontology for the Representation of Reoffending Risk Assessment Knowledge,Graph-Based Fairness & Bias Mitigation,2025,0,0,0
260,Fairer Preferences Elicit Improved Human-Aligned Large Language Model Judgments,LLMs & NLP,2024,0,0,0
258,Mitigating the Bias of Large Language Model Evaluation,LLMs & NLP,2024,0,0,0
257,Large Language Model Bias Mitigation from the Perspective of Knowledge Editing,LLMs & NLP,2024,0,0,0
256,Algorithmic Bias Detection: A Focus on Skin Tone and Gender Fairness in AI Models,General Fairness & Bias Mitigation,2025,1,0,1
255,Towards Ethical AI: Bias Detection and Mitigation in AI Models for Recruitment Systems and Criminal Justice Systems,General Fairness & Bias Mitigation,2025,1,0,0
254,Public Perceptions of Algorithmic Bias and Fairness in Cloud-Based Decision Systems,General Fairness & Bias Mitigation,2025,1,0,5
253,Detecting and Mitigating Algorithmic Bias in Automated Hiring Systems Using Fairness Constraints,General Fairness & Bias Mitigation,2025,0,0,1
252,"Whither bias goes, I will go: An integrative, systematic review of algorithmic bias mitigation",General Fairness & Bias Mitigation,2024,16,0,11
251,Post-processing methods for mitigating algorithmic bias in healthcare classification models: An extended umbrella review,Health & Clinical AI,2025,3,0,9
250,Mitigating Algorithmic Bias in Multiclass CNN Classifications Using Causal Modeling,General Fairness & Bias Mitigation,2025,1,0,1
249,From AI Bias to AI by Us: A Case Study from MIT Critical Data,Health & Clinical AI,2026,0,0,0
248,Aggregating Concepts of Fairness and Accuracy in Prediction Algorithms,General Fairness & Bias Mitigation,2025,0,0,4
692,Liberatory Collections and Ethical AI: Reimagining AI Development from Black Community Archives and Datasets,General Fairness & Bias Mitigation,2025,3,0,5
